Finn_bolig_endret
Boligtype;Eieform bolig;Soverom;Primærrom;Bruksareal;Etasje;Byggeår;Energimerking;Pris;URL;ID;Nybygg;Enhetsid;Solforhold;Utendørsareal;Tomteareal;Bruttoareal;Rom;Ant etasjer;Tomt;Renovert år;Areal;Boligselgerforsikring;Grunnflate;Festeavgift
Tomannsbolig;Eier (Selveier);4;138;;;2021;;6490000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238271659&page=44&sort=PUBLISHED_DESC;238271659;1;;;;;;;;;;138;;;
Rekkehus;Andel;3;92;92;1;1973;F - rød;1690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238404662;238404662;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;113;117;;2021;;3790000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238403652&page=44&sort=PUBLISHED_DESC;238403652;1;;;;;;;1;;;;;;
Enebolig;Eier (Selveier);3;116;122;;1993;D - gul;3650000;https://www.finn.no/realestate/homes/ad.html?finnkode=235278305;235278305;0;;;;748;;;;;;;;;
Leilighet;Eier (Selveier);2;112;112;;1928;G - gul;4390000;https://www.finn.no/realestate/homes/ad.html?finnkode=238198685;238198685;0;;;;;;5;;;;;;;
Leilighet;Eier (Selveier);2;131;137;;2003;;4500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238294015;238294015;0;;;;4743;;;;;;;;;23537
Leilighet;Andel;3;113;113;3;2008;;2230000;https://www.finn.no/realestate/homes/ad.html?finnkode=238404396;238404396;0;;;;2756;;;;;;;;;
Leilighet;Eier (Selveier);1;41;41;4;2008;D - mørkegrønn;2990000;https://www.finn.no/realestate/homes/ad.html?finnkode=235633375;235633375;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;170;185;;1977;E - gul;2750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238198867;238198867;0;;;;904;;;;;;;;;
Leilighet;Andel;2;69;79;2;1964;D - rød;3500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238403786;238403786;0;;;;;;;;;;;;;
Rekkehus;Eier (Selveier);3;98;106;;2011;C - mørkegrønn;5850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238288156;238288156;0;;;;154;;;;;;;;;
Enebolig;Eier (Selveier);4;178;212;3;1950;G - oransje;1800000;https://www.finn.no/realestate/homes/ad.html?finnkode=231420913;231420913;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;117;124;1;1999;D - rød;6650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238281611;238281611;0;;;;;;;;;;;;;
Enebolig;Andel;3;103;111;;1975;F - gul;5490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238403061;238403061;0;;;;30900;;;;;;;;;
Rekkehus;Andel;3;112;118;2;1978;E - rød;4800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238289158;238289158;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;52;55;1;2020;C - mørkegrønn;3450000;https://www.finn.no/realestate/homes/ad.html?finnkode=238402311;238402311;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;102;107;2;2005;;4190000;https://www.finn.no/realestate/homes/ad.html?finnkode=238291161;238291161;0;;;;;;5;;;;;;;
Enebolig;Eier (Selveier);3;108;127;;1962;G - oransje;1690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238402157;238402157;0;;;;1904;;;;;;;;;
Enebolig;Eier (Selveier);4;155;161;;1967;;4500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238180331;238180331;0;;;;496;;6;;;;;;;
Enebolig;Eier (Selveier);2;77;94;;2021;;3390000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238399602&page=44&sort=PUBLISHED_DESC;238399602;1;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);6;182;262;3;1964;G - oransje;875000;https://www.finn.no/realestate/homes/ad.html?finnkode=238398886;238398886;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;150;230;3;1956;;2940000;https://www.finn.no/realestate/homes/ad.html?finnkode=238261682;238261682;0;;;;1107;;;;;;;;;
Enebolig;Eier (Selveier);4;169;283;;1911;G - rød;3080000;https://www.finn.no/realestate/homes/ad.html?finnkode=235139744;235139744;0;;;;648;;;;;;;;;
Leilighet;Andel;3;82;86;1;2001;E - rød;3100000;https://www.finn.no/realestate/homes/ad.html?finnkode=238401492;238401492;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;168;238;;1951;G - oransje;6300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238191655;238191655;0;;;;705;;;;;;;;;
Enebolig;Eier (Selveier);5;271;356;;1989;D - gul;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238401234;238401234;0;;;;1227;;;;;;;;;
Leilighet;Eier (Selveier);1;43;43;1;2019;;1900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238401230;238401230;0;;;;3887;;;;;;;;;
Leilighet;Andel;2;66;66;;1978;E - rød;1500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238400981;238400981;0;;;;;;3;;;;;;;
Leilighet;Eier (Selveier);3;85;91;3;2005;;3900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238300673;238300673;0;;;;;;4;;;;;;;
Leilighet;Aksje;2;82;82;2;1948;G - oransje;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238400734;238400734;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;61;65;2;2016;C - mørkegrønn;3600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238400712;238400712;0;;;;;;;;;;;;;
Gårdsbruk/Småbruk;Eier (Selveier);5;;243;;1900;;2850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238400545;238400545;0;;;;;;;;Eiet;;;;81;
Enebolig;Eier (Selveier);4;175;180;1;2013;;5760000;https://www.finn.no/realestate/homes/ad.html?finnkode=238383770;238383770;0;;;;1315;;;;;;;;;
Enebolig;Eier (Selveier);3;173;173;3;1952;;4390000;https://www.finn.no/realestate/homes/ad.html?finnkode=234383741;234383741;0;;;;;;4;;;;;;;
Gårdsbruk/Småbruk;Eier (Selveier);5;;243;;1900;;2850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238400545;238400545;0;;;;;;;;Eiet;;;;81;
Enebolig;Eier (Selveier);4;175;180;1;2013;;5760000;https://www.finn.no/realestate/homes/ad.html?finnkode=238383770;238383770;0;;;;1315;;;;;;;;;
Leilighet;Eier (Selveier);2;118;124;−1;2020;;3950000;https://www.finn.no/realestate/homes/ad.html?finnkode=208580223;208580223;0;;;;288;;;;;;;;;
Enebolig;Eier (Selveier);6;206;490;;1935;;10700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238400195;238400195;0;;;;692;;11;;;;;;;
Tomannsbolig;Eier (Selveier);;245;291;;1977;E - gul;2590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238399938;238399938;0;;;;1193;321;;;;;;;;
Leilighet;Andel;3;100;134;;1973;G - oransje;855000;https://www.finn.no/realestate/homes/ad.html?finnkode=158293219;158293219;0;;;;;;4;;;;;;;
Enebolig;Eier (Selveier);3;107;107;;2021;;3490000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238388335&page=45&sort=PUBLISHED_DESC;238388335;1;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;85;90;4;2017;C - mørkegrønn;5790000;https://www.finn.no/realestate/homes/ad.html?finnkode=238399553;238399553;0;;;;;;;;;;;;;
Leilighet;Andel;2;72;94;1;1973;;2290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238398897;238398897;0;;;;;;3;;;;;;;
Leilighet;Eier (Selveier);2;61;61;1;1941;G - rød;1590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238152509;238152509;0;;;;;;;;;;;;;
Leilighet;Andel;2;83;83;1;2005;D - oransje;390000;https://www.finn.no/realestate/homes/ad.html?finnkode=232113992;232113992;0;;;;;;;;;;;;;
Leilighet;Andel;2;68;68;1;1962;G - mørkegrønn;3600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238212276;238212276;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;133;136;;1966;F - gul;4490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238396009;238396009;0;;;;872;;;;;;;;;
Leilighet;Andel;3;113;113;2;1975;;3500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238398331;238398331;0;;;;;;4;;;;;;;
Leilighet;Andel;2;82;95;2;2013;C - mørkegrønn;3850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238336658;238336658;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;105;122;;1964;G - oransje;1150000;https://www.finn.no/realestate/homes/ad.html?finnkode=238390203;238390203;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;39;46;1;2019;D - mørkegrønn;2600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238397926;238397926;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;65;65;4;2021;C - mørkegrønn;6590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238345302;238345302;0;;;;;;;;;;;;;
Leilighet;Andel;1;60;65;2;1998;E - rød;2050000;https://www.finn.no/realestate/homes/ad.html?finnkode=238397839;238397839;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;161;213;;1910;G - oransje;980000;https://www.finn.no/realestate/homes/ad.html?finnkode=238397415;238397415;0;;;;6751;;;;;;;;;
Leilighet;Eier (Selveier);2;75;79;2;2011;C - mørkegrønn;3900000;https://www.finn.no/realestate/homes/ad.html?finnkode=236692354;236692354;0;;;;;;;;;;;;;
Leilighet;Andel;3;79;79;1;1989;F - rød;3000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238396664;238396664;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;68;73;2;1989;D - rød;1690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238395882;238395882;0;;;;;;;;;;;;;
Leilighet;Andel;1;56;56;2;1958;E - oransje;1050000;https://www.finn.no/realestate/homes/ad.html?finnkode=238395621;238395621;0;;;;;;;;;;;;;
Leilighet;Andel;2;55;55;−1;2006;C - rød;1650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238377303;238377303;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;85;85;2;1937;F - rød;4500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238395516;238395516;0;;;;;;;;;;;;;
Rekkehus;Eier (Selveier);3;112;120;;1985;F - oransje;3490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238394949;238394949;0;;;;258;;;;;;;;;
Rekkehus;Eier (Selveier);3;;120;;2021;;;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235016920&page=45&sort=PUBLISHED_DESC;235016920;1;;;;258;;;;;;;;;
Enebolig;Eier (Selveier);3;147;194;;1980;G - oransje;2750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238394484;238394484;0;;;;1745;;;;;;;;;
Leilighet;Eier (Selveier);1;66;67;3;1990;;2590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238393972;238393972;0;;;;421;;;;;;;;;
Enebolig;Eier (Selveier);9;243;249;;1987;D - gul;6200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238393685;238393685;0;;;;;;11;;;;;;;
Enebolig;Eier (Selveier);3;166;166;;1961;G - gul;3200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238393426;238393426;0;;;;841;;;;;;;;;
Enebolig;Eier (Selveier);3;139;140;;1928;;3250000;https://www.finn.no/realestate/homes/ad.html?finnkode=219351342;219351342;0;;;;294;;;;;;;Ja;;
Enebolig;Eier (Selveier);2;101;103;;1961;G - oransje;1850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238392912;238392912;0;;;;205;;;;;;;;;
Enebolig;Eier (Selveier);3;160;189;2;1981;;6250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238377657;238377657;0;;;;;;;;;2006;;;;
Enebolig;Eier (Selveier);3;170;176;;1971;G - oransje;4800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238392020;238392020;0;;;;875;;;;;;;;;
Rekkehus;Andel;3;119;125;;1957;G - oransje;3400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238391938;238391938;0;;;;1561;;;;;;;;;
Leilighet;Andel;1;60;60;1;1999;;613809;https://www.finn.no/realestate/homes/ad.html?finnkode=238391886;238391886;0;;;;12828;;;;;;;;;
Enebolig;Eier (Selveier);3;107;124;;2014;;4490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238391306;238391306;0;;;;334;107;;;;;;;;
Enebolig;Eier (Selveier);5;183;330;;1948;G - gul;3400000;https://www.finn.no/realestate/homes/ad.html?finnkode=235020181;235020181;0;;;;317;;;;;;;;;
Enebolig;Eier (Selveier);4;188;188;;2017;C - oransje;8500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238292589;238292589;0;;;;584;;;;;;;;;
Enebolig;Eier (Selveier);3;152;172;2;1947;G - oransje;2750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238292410;238292410;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);02.mai;83.0;;;2021;;3948000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=190274696&page=45&sort=PUBLISHED_DESC;190274696;1;;;;;;;2;;;83.0;;;
Enebolig;Eier (Selveier);;237;302;;1947;G - oransje;3750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238390707;238390707;0;;;;1274;326;;;;;;;;
Enebolig;Eier (Selveier);3;167;184;;1973;E - gul;2900000;https://www.finn.no/realestate/homes/ad.html?finnkode=231834033;231834033;0;;;;2286;;;;;;;;;
Enebolig;Eier (Selveier);;216;226;;1969;;1590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238390100;238390100;0;;;;1200;;;;;;;Ja;108;
Enebolig;Eier (Selveier);3;148;223;;1961;;5690000;https://www.finn.no/realestate/homes/ad.html?finnkode=237136811;237136811;0;;;;764;244;;;;;;;;
Tomannsbolig;Eier (Selveier);2;106;131;;1959;F - gul;4990000;https://www.finn.no/realestate/homes/ad.html?finnkode=234215494;234215494;0;;;;;;4;;;;;;;
Enebolig;Eier (Selveier);3;110;160;;1940;G - oransje;4200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238389412;238389412;0;;;;597;;;;;;;;;
Enebolig;Eier (Selveier);3;183;194;;1936;G - gul;2790000;https://www.finn.no/realestate/homes/ad.html?finnkode=221318505;221318505;0;;;;4310;;;;;;;;;
Leilighet;Eier (Selveier);3;124;124;2;1998;D - rød;6000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238336232;238336232;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);3;112;120;2;2014;B - oransje;3600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238332879;238332879;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;92;92;2;1962;G - oransje;7590000;https://www.finn.no/realestate/homes/ad.html?finnkode=212345275;212345275;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;127;145;2;1995;;6890000;https://www.finn.no/realestate/homes/ad.html?finnkode=238375808;238375808;0;;;;;;5;;;;;;;
Leilighet;Eier (Selveier);1;58;58;3;1860;G - oransje;4960000;https://www.finn.no/realestate/homes/ad.html?finnkode=232252522;232252522;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;110;209;2;1989;;2500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238378800;238378800;0;;;;;;4;;;;;;;
Enebolig;Eier (Selveier);3;109;121;;1992;E - gul;2290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238388514;238388514;0;;;;299;;;;;;;;;
Leilighet;Eier (Selveier);2;85;85;;1987;;1650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238388316;238388316;0;;;;1218;;;;;;;Ja;;
Leilighet;Eier (Selveier);3;111;114;3;2001;;2750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238386121;238386121;0;;;;;;4;;;;;;;
Leilighet;Andel;2;68;68;;1959;;2800000;https://www.finn.no/realestate/homes/ad.html?finnkode=216574057;216574057;0;;;;19448;;3;;;;;;;
Enebolig;Eier (Selveier);4;156;163;;2012;B - gul;4950000;https://www.finn.no/realestate/homes/ad.html?finnkode=215916958;215916958;0;;;;;;5;;;;;;;
Leilighet;Eier (Selveier);2;88;95;2;1987;;1990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238376731;238376731;0;;;;;;4;;;;;;;
Enebolig;Eier (Selveier);3;150;152;;1987;D - oransje;3490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238388034;238388034;0;;;;716;;;;;;;;;
Leilighet;Eier (Selveier);2;68;72;;2021;;2150000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238151956&page=46&sort=PUBLISHED_DESC;238151956;1;;Gode solforhold;;;;;;;;;;;
Enebolig;Eier (Selveier);4;116;161;;1967;;1850000;https://www.finn.no/realestate/homes/ad.html?finnkode=182465967;182465967;0;;;;1250;185;;;;;;;;
Leilighet;Eier (Selveier);2;84;88;1;2016;C - rød;2900000;https://www.finn.no/realestate/homes/ad.html?finnkode=237537550;237537550;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);2;77;88;2;2006;D - oransje;2400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238386447;238386447;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;49;49;2;;;4200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238386523;238386523;0;;;;;;2;;Eiet;;;;;
Enebolig;Eier (Selveier);;279;329;;1982;F - gul;3190000;https://www.finn.no/realestate/homes/ad.html?finnkode=189495008;189495008;0;;;;1057;359;;;;;;;;
Enebolig;Eier (Selveier);6;245;257;3;2012;A - lysegrønn;6200000;https://www.finn.no/realestate/homes/ad.html?finnkode=172144191;172144191;0;;;;;;;;;;;;;
Leilighet;Andel;1;52;55;1;2002;D - rød;2800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238378272;238378272;0;;;;;;;;;;;;;
Leilighet;Andel;1;54;54;;1971;F - rød;2490000;https://www.finn.no/realestate/homes/ad.html?finnkode=237559133;237559133;0;;;;36286;;;;;;;;;
Enebolig;Eier (Selveier);4;141;141;;1981;G - oransje;3250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238384145;238384145;0;;;;257;;;;;;;;;
Leilighet;Eier (Selveier);;102;103;2;1909;;2790000;https://www.finn.no/realestate/homes/ad.html?finnkode=238384159;238384159;0;;;;274;;;;;;;Ja;;
Leilighet;Eier (Selveier);3;148;150;4;2013;;6990000;https://www.finn.no/realestate/homes/ad.html?finnkode=187825691;187825691;0;;;;;;4;;;;;;;
Leilighet;Andel;3;50;50;2;1921;;2990000;https://www.finn.no/realestate/homes/ad.html?finnkode=207640430;207640430;0;;;;694;;;;;;;;;
Leilighet;Eier (Selveier);1;61;67;1;2015;D - mørkegrønn;4970000;https://www.finn.no/realestate/homes/ad.html?finnkode=236518199;236518199;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);3;169;223;;1989;D - gul;8200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238383766;238383766;0;;;;463;;;;;;;;;
Leilighet;Eier (Selveier);2;77;90;1;1933;;2900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238383645;238383645;0;;;;;;3;;;;;;;
Tomannsbolig;Eier (Selveier);4;124;183;;1950;G - oransje;2990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238383494;238383494;0;;;;542;;;;;;;;;
Enebolig;Eier (Selveier);4;170;229;;1952;F - gul;3950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238383484;238383484;0;;;;1277;;;;;;;;;
Leilighet;Andel;2;74;77;4;2016;C - mørkegrønn;2390000;https://www.finn.no/realestate/homes/ad.html?finnkode=238382968;238382968;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;59;63;1;2014;C - rød;2750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238374334;238374334;0;;;;;;;;;;;;;
Leilighet;Andel;2;68;70;9;1962;F - mørkegrønn;1900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238372124;238372124;0;;;;;;;;;;;;;
Leilighet;Andel;2;78;81;1;1982;F - rød;2490000;https://www.finn.no/realestate/homes/ad.html?finnkode=231785368;231785368;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;51;54;3;2014;C - mørkegrønn;2480000;https://www.finn.no/realestate/homes/ad.html?finnkode=238382336;238382336;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;71;74;1;1998;;3390000;https://www.finn.no/realestate/homes/ad.html?finnkode=238381947;238381947;0;;;;3588;;;;;;;;;
Gårdsbruk/Småbruk;Eier (Selveier);4;121;341;2;;G - gul;1450000;https://www.finn.no/realestate/homes/ad.html?finnkode=238195775;238195775;0;;;;;;5;;;;;;;
Gårdsbruk/Småbruk;Eier (Selveier);4;111;341;2;2021;;3990000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=221985094&page=46&sort=PUBLISHED_DESC;221985094;1;;;;;;5;;;;;;;
Leilighet;Eier (Selveier);2;88;91;1;2019;C - rød;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238380995;238380995;0;;;;;;;;;;;;;
Rekkehus;Eier (Selveier);3;116;126;;2001;C - gul;3450000;https://www.finn.no/realestate/homes/ad.html?finnkode=238380541;238380541;0;;;;285;;;;;;;;;
Leilighet;Eier (Selveier);2;63;66;1;2019;C - rød;3250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238379683;238379683;0;;;;;;;;;;;;;
Leilighet;Andel;1;41;41;1;1973;E - oransje;1650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238379203;238379203;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;44;44;3;2012;C - mørkegrønn;4000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238379103;238379103;0;;;;;;;;;;;;;
Leilighet;Andel;3;73;73;;1973;G - mørkegrønn;2690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238291057;238291057;0;;;;;;4;;;;;;;
Leilighet;Andel;1;54;56;1;1976;G - mørkegrønn;1690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238315994;238315994;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);2;;;1;;;890000;https://www.finn.no/realestate/homes/ad.html?finnkode=238370714;238370714;0;;;;;80;;;Eiet;;;;;
Enebolig;Eier (Selveier);3;149;160;;1971;E - gul;6200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238377997;238377997;0;;;;829;;;;;;;;;
Leilighet;Andel;2;72;83;2;1980;F - rød;2600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238377838;238377838;0;;;;;;;;;;;;;
Leilighet;Andel;3;104;105;3;1975;E - rød;3300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238364782;238364782;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;68;68;;1840;G - rød;2250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238377763;238377763;0;;;;;;;;Eiet;;;;;
Leilighet;Eier (Selveier);2;69;73;2;2013;C - rød;3490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238506764;238506764;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;98;98;2;2021;B - gul;5790000;https://www.finn.no/realestate/homes/ad.html?finnkode=238374701;238374701;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;125;141;;1947;G - gul;990000;https://www.finn.no/realestate/homes/ad.html?finnkode=230337876;230337876;0;;;;;;6;;;;;;;
Enebolig;Eier (Selveier);3;189;196;;1923;G - oransje;2540000;https://www.finn.no/realestate/homes/ad.html?finnkode=235416637;235416637;0;;;;1394;;;;;;;;;
Leilighet;Andel;1;58;62;4;2007;D - rød;1490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238377666;238377666;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;145;155;;1920;;1700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238377586;238377586;0;;;;763;;;;;;;Ja;;
Leilighet;Eier (Selveier);1;54;56;2;1939;;2490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238377591;238377591;0;;;;317;;;;;;;;;
Enebolig;Eier (Selveier);2;99;239;1;1951;F - gul;1950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238268552;238268552;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);;307;388;;1920;G - gul;2300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238377434;238377434;0;;;;3309;609;;;;;;;;
