Finn_bolig_endret
Boligtype;Eieform bolig;Soverom;Primærrom;Bruksareal;Etasje;Byggeår;Energimerking;Pris;URL;ID;Nybygg;Enhetsid;Solforhold;Utendørsareal;Tomteareal;Bruttoareal;Rom;Ant etasjer;Tomt;Renovert år;Areal;Boligselgerforsikring;Grunnflate;Festeavgift
Leilighet;Eier (Selveier);2;78;;;2021;;6360000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=158655686&page=41&sort=PUBLISHED_DESC;158655686;1;;;;;;;;;;78;;;
Tomter;Eier (Selveier);;;;;2021;;740000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235222333&page=41&sort=PUBLISHED_DESC;235222333;1;;;;;;;;;;;;;
Annet fritid;Eier (Selveier);03.mai;106.5;;;2021;;5412500.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222124373&page=41&sort=PUBLISHED_DESC;222124373;1;;;;;;;;;;106.5;;;
Leilighet;Eier (Selveier);3;71;;;2021;;2475000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=211483364&page=41&sort=PUBLISHED_DESC;211483364;1;;;;;;;;;;71;;;
Leilighet;Andel;02.mai;70.5;;;2021;;3005000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=201906014&page=41&sort=PUBLISHED_DESC;201906014;1;;;;;;;;;;70.5;;;
Tomannsbolig;Eier (Selveier);3;107;;;2021;;3698000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=161328985&page=41&sort=PUBLISHED_DESC;161328985;1;;;;;;;2;;;107;;;
Leilighet;Eier (Selveier);2;105;;;2021;;4800000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=90363240&page=41&sort=PUBLISHED_DESC;90363240;1;;;;;;;;;;105;;;
Leilighet;Eier (Selveier);2;83;;;2021;;3950000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=143593524&page=41&sort=PUBLISHED_DESC;143593524;1;;;;;;;;;;83;;;
Leilighet;Eier (Selveier);3;96;;;2021;;4250000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=154972975&page=41&sort=PUBLISHED_DESC;154972975;1;;;;;;;;;;96;;;
Leilighet;Eier (Selveier);2;64.5;;;2021;;3320000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=168426890&page=41&sort=PUBLISHED_DESC;168426890;1;;;;;;;;;;64.5;;;
Leilighet;Andel;02.mai;79.5;;;2021;;1998750.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=166085592&page=41&sort=PUBLISHED_DESC;166085592;1;;;;;;;;;;79.5;;;
Leilighet;Eier (Selveier);02.mai;95.0;;;2021;;6775000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=215136561&page=41&sort=PUBLISHED_DESC;215136561;1;;;;;;;;;;95.0;;;
Rekkehus;Eier (Selveier);4;134.0;;;2021;;7520000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=160137508&page=41&sort=PUBLISHED_DESC;160137508;1;;;;;;;;;;134.0;;;
Leilighet;Eier (Selveier);2;70;;;2021;;3035000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=182523557&page=41&sort=PUBLISHED_DESC;182523557;1;;;;;;;;;;70;;;
Leilighet;Eier (Selveier);02.mai;111.0;;;2021;;8972500.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=191940546&page=41&sort=PUBLISHED_DESC;191940546;1;;;;;;;;;;111.0;;;
Leilighet;Eier (Selveier);2;63;;;2021;;3261500;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=191942612&page=41&sort=PUBLISHED_DESC;191942612;1;;;;;;;;;;63;;;
Leilighet;Andel;02.mai;93.0;;;2021;;3553000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=211439828&page=41&sort=PUBLISHED_DESC;211439828;1;;;;;;;;;;93.0;;;
Leilighet;Eier (Selveier);02.mai;100.5;;;2021;;11075000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=231801162&page=41&sort=PUBLISHED_DESC;231801162;1;;;;;;;;;;100.5;;;
Leilighet;Eier (Selveier);2.0;70.0;;;2021;;4430000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=161331544&page=41&sort=PUBLISHED_DESC;161331544;1;;;;;;;5;;;70.0;;;
Leilighet;Eier (Selveier);2.0;74.0;;;2021;;5700000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=201931550&page=41&sort=PUBLISHED_DESC;201931550;1;;;;;;;;;;74.0;;;
Leilighet;Eier (Selveier);3;110.5;;;2021;;12650000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235132906&page=41&sort=PUBLISHED_DESC;235132906;1;;;;;;;;;;110.5;;;
Leilighet;Andel;01.mai;67.0;;;2021;;1580000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=191938901&page=41&sort=PUBLISHED_DESC;191938901;1;;;;;;;;;;67.0;;;
Leilighet;Eier (Selveier);2;86.5;;;2021;;5575000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=215155830&page=41&sort=PUBLISHED_DESC;215155830;1;;;;;;;;;;86.5;;;
Enebolig;Eier (Selveier);4;177;312;;1955;;19000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238451775;238451775;0;;;;1437;342;;;;;;;;
Leilighet;Eier (Selveier);2;73;73;3;1997;F - rød;3150000;https://www.finn.no/realestate/homes/ad.html?finnkode=238451554;238451554;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;50;50;8;1938;D - mørkegrønn;5870000;https://www.finn.no/realestate/homes/ad.html?finnkode=238451499;238451499;0;;;;;;;;;;;;;
Leilighet;Andel;1;56;56;5;1973;E - rød;1890000;https://www.finn.no/realestate/homes/ad.html?finnkode=238450899;238450899;0;;;;;;;;;;;;;
Leilighet;Aksje;;17;17;7;1952;C - mørkegrønn;2990000;https://www.finn.no/realestate/homes/ad.html?finnkode=226600524;226600524;0;;;;;;1;;;;;;;
Enebolig;Eier (Selveier);5;224;266;;1953;;1500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238449104;238449104;0;;;;2200;;7;;;;;;;
Tomannsbolig;Eier (Selveier);3;144;145;3;1918;G - rød;6400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238204588;238204588;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);2;93;114;2;1986;E - gul;2900000;https://www.finn.no/realestate/homes/ad.html?finnkode=237488026;237488026;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;57;57;1;1919;G - rød;2890000;https://www.finn.no/realestate/homes/ad.html?finnkode=238447646;238447646;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;188;205;3;1982;;4850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238446224;238446224;0;;;;;;7;;;;;;;
Leilighet;Eier (Selveier);2;67;70;1;2014;C - mørkegrønn;3390000;https://www.finn.no/realestate/homes/ad.html?finnkode=238446490;238446490;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;47;50;1;2021;;3950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238445597;238445597;0;;;;23162;;;;;;;;;
Tomannsbolig;Eier (Selveier);3;114;120;;1997;E - oransje;2690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238444283;238444283;0;;;;;;4;;;;;;;
Leilighet;Eier (Selveier);2;90;91;3;1917;G - oransje;2690000;https://www.finn.no/realestate/homes/ad.html?finnkode=234387406;234387406;0;;;;;;;;;;;;;
Rekkehus;Eier (Selveier);3;137;142;;2012;C - mørkegrønn;4550000;https://www.finn.no/realestate/homes/ad.html?finnkode=238235349;238235349;0;;;;;;4;;;;;;;
Enebolig;Eier (Selveier);4;184;215;;2005;D - oransje;2300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238262858;238262858;0;;;;;;5;;;;;;;
Leilighet;Eier (Selveier);1;61;61;1;1929;G - rød;3090000;https://www.finn.no/realestate/homes/ad.html?finnkode=238347975;238347975;0;;;;;;;;;;;;;
Leilighet;Andel;2;70;78;4;1957;F - rød;3650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238441575;238441575;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;84;97;;1961;;4950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238440417;238440417;0;;;;1234;;4;;;;;;;
Leilighet;Andel;3;90;92;;1977;F - gul;2690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238439947;238439947;0;;;;;;4;;;;;;;
Leilighet;Andel;2;72;72;3;1967;F - oransje;2390000;https://www.finn.no/realestate/homes/ad.html?finnkode=238438032;238438032;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;119;177;;1939;G - oransje;990000;https://www.finn.no/realestate/homes/ad.html?finnkode=219954460;219954460;0;;;;;;6;;;;;;;
Rekkehus;Andel;4;174;174;3;1968;G - oransje;4190000;https://www.finn.no/realestate/homes/ad.html?finnkode=238313396;238313396;0;;;;;;;;;;;;;
Rekkehus;Andel;3;100;109;;1975;F - rød;1990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238439017;238439017;0;;;;;;4;;;;;;;
Leilighet;Eier (Selveier);3;123;127;1;2016;D - mørkegrønn;14900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238438271;238438271;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);5;255;305;;1983;F - oransje;4350000;https://www.finn.no/realestate/homes/ad.html?finnkode=238437422;238437422;0;;;;1007;;;;;;;;;
Leilighet;Eier (Selveier);1;35;35;2;1905;;1600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238415155;238415155;0;;;;;;2;;;;;;;
Enebolig;Eier (Selveier);3;135;183;;1925;G - gul;1650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238437238;238437238;0;;;;1490;;;;;;;;;
Rekkehus;Eier (Selveier);2;58;60;;2020;B - rød;2590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238436378;238436378;0;;;;13276;;;;;;;;;
Enebolig;Eier (Selveier);5;163;164;;1885;G - rød;8000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238434936;238434936;0;;;;;;8;;;;;;;
Leilighet;Eier (Selveier);2;62;66;2;2019;B - mørkegrønn;4700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238434551;238434551;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;74;76;2;1905;G - rød;2450000;https://www.finn.no/realestate/homes/ad.html?finnkode=238275977;238275977;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);4;144;209;;1957;;2900000;https://www.finn.no/realestate/homes/ad.html?finnkode=236803937;236803937;0;;;;1064;;8;;;;;;;
Enebolig;Eier (Selveier);4;227;325;;1955;F - gul;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238433490;238433490;0;;;;;;8;;;;;;;
Enebolig;Eier (Selveier);4;188;265;2;1950;G - oransje;2900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238430195;238430195;0;;;;;;;;;;;;;
Rekkehus;Andel;4;112;116;;1976;F - oransje;2000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238433192;238433192;0;;;;25063;;;;;;;;;
Leilighet;Andel;3;82;86;1;1974;G - rød;3500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238432959;238432959;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;56;56;3;2021;;4590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238408366;238408366;0;;;;;;3;;;;;;;
Leilighet;Eier (Selveier);3;112;111;2;2003;;4900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238404552;238404552;0;;;;;;4;;;;;;;
Leilighet;Aksje;1;38;38;5;1960;F - rød;2390000;https://www.finn.no/realestate/homes/ad.html?finnkode=238432497;238432497;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;198;206;2;2002;C - gul;5400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238329700;238329700;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);3;138;162;;1974;E - oransje;2300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238430511;238430511;0;;;;859;;;;;;;;;
Leilighet;Eier (Selveier);2;82;82;1;1938;;5990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238402301;238402301;0;;;;;;3;;;;;;;
Enebolig;Eier (Selveier);4;160;200;;1923;G - oransje;4950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238429389;238429389;0;;;;1057;;;;;;;;;
Enebolig;Eier (Selveier);2;134;138;;1958;;3700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238428133;238428133;0;;;;1523;;;;;;;;;
Tomannsbolig;Eier (Selveier);4;154;226;2;1960;;3500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238080005;238080005;0;;;;773;;;;;;;;;
Leilighet;Eier (Selveier);1;33;33;2;1900;F - rød;2590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238425477;238425477;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);3;101;122;3;1954;G - oransje;4000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238329308;238329308;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;106;127;1;1964;F - gul;4990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238280290;238280290;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;43;43;2;1989;;2250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238424507;238424507;0;;;;997;;;;;;;;;
Enebolig;Eier (Selveier);4;165;224;;2020;;12800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238410691;238410691;0;;;;1183;;6;;;;;;;
Enebolig;Eier (Selveier);3;127;133;;1845;G - oransje;2400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238422669;238422669;0;;;;13085;;;;;;;;;
Leilighet;Eier (Selveier);2;77;80;2;2004;E - mørkegrønn;3950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238421849;238421849;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);3;89;89;1;1969;F - rød;5100000;https://www.finn.no/realestate/homes/ad.html?finnkode=238421803;238421803;0;;;;;;;;;;;;;
Leilighet;Andel;2;72;72;2;1972;E - rød;2190000;https://www.finn.no/realestate/homes/ad.html?finnkode=238288786;238288786;0;;;;;;;;;;;;;
Leilighet;Andel;2;74;74;4;2005;;2600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238346162;238346162;0;;;;;;3;;;;;;;
Enebolig;Eier (Selveier);3;136;168;;1978;F - gul;2750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238420405;238420405;0;;;;958;;;;;;;;;
Enebolig;Eier (Selveier);3;136;142;;1976;F - gul;2000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238320593;238320593;0;;;;909;;;;;;;;;
Enebolig;Eier (Selveier);1;85;85;3;1914;;990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238180962;238180962;0;;;;;;5;;;;;;;
Enebolig;Eier (Selveier);4;174;243;2;1967;G - gul;2290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238406029;238406029;0;;;;;;;;;;;;;
Leilighet;Andel;2;83;83;3;1967;F - rød;3190000;https://www.finn.no/realestate/homes/ad.html?finnkode=238294321;238294321;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);5;231;239;;1969;G - rød;7990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238082064;238082064;0;;;;;;7;;;;;;;
Leilighet;Eier (Selveier);2;71;71;2;1954;F - oransje;3290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238258229;238258229;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;61;61;4;2013;;4600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238274488;238274488;0;;;;;;2;;;;;;;
Leilighet;Eier (Selveier);2;75;78;6;2021;C - mørkegrønn;5990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238316895;238316895;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;56;59;1;2003;;3750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238418275;238418275;0;;;;;;2;;;;;;;
Leilighet;Aksje;3;73;74;;1949;G - oransje;3200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238418128;238418128;0;;;;583;;;;;;;;;
Enebolig;Eier (Selveier);4;116;179;;1965;G - oransje;1650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238417526;238417526;0;;;;838;;;;;;;;;
Enebolig;Eier (Selveier);5;215;215;;2001;D - oransje;6750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238260491;238260491;0;;;;;;8;;;;;;;
Leilighet;Eier (Selveier);2;72;85;5;2019;;5495000;https://www.finn.no/realestate/homes/ad.html?finnkode=238417245;238417245;0;;;;;;3;;;;;;;
Enebolig;Eier (Selveier);3;100;128;2;2005;D - oransje;3350000;https://www.finn.no/realestate/homes/ad.html?finnkode=238392229;238392229;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);4;118;120;;2021;;5250000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238416890&page=43&sort=PUBLISHED_DESC;238416890;1;H0101;;;;130;;;;;;;;
Enebolig;Eier (Selveier);3;147;153;;1995;;3700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238416724;238416724;0;;;;3651;;;;;;;Ja;;
Enebolig;Eier (Selveier);3;28;153;;2021;;2070000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=225068605&page=43&sort=PUBLISHED_DESC;225068605;1;;;;3651;;;;;;;Ja;;
Tomannsbolig;Eier (Selveier);3;100;103;;2021;B - rød;4290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238415700;238415700;0;;;;1683;;;;;;;;;
Leilighet;Eier (Selveier);2;75;78;1;2001;D - mørkegrønn;5000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238414018;238414018;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;70;74;2;2019;C - rød;3200000;https://www.finn.no/realestate/homes/ad.html?finnkode=234273180;234273180;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);3;142;144;;1936;G - gul;2850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238413786;238413786;0;;;;13868;;;;;;;;;
Leilighet;Andel;1;41;41;1;1967;;1350000;https://www.finn.no/realestate/homes/ad.html?finnkode=238413652;238413652;0;;;;;;2;;;;;;;
Leilighet;Eier (Selveier);1;52;52;;2021;;2490000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238413428&page=43&sort=PUBLISHED_DESC;238413428;1;2A202;;;;;;;;;;;;
Enebolig;Eier (Selveier);1;115;191;;1972;F - oransje;3950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238387672;238387672;0;;;;596;;;;;;;;;
Leilighet;Eier (Selveier);3;114;117;;2020;;5990000;https://www.finn.no/realestate/homes/ad.html?finnkode=234381713;234381713;0;;;;4584;;4;;;;;;;
Leilighet;Eier (Selveier);1;53;53;3;2003;;3250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238413201;238413201;0;;;;;;2;;;;;;;
Leilighet;Andel;1;26;26;2;1964;E - rød;1950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238398140;238398140;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;61;63;5;2019;C - lysegrønn;4180000;https://www.finn.no/realestate/homes/ad.html?finnkode=220686998;220686998;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;142;152;;2004;D - oransje;5090000;https://www.finn.no/realestate/homes/ad.html?finnkode=238412051;238412051;0;;;;984;;;;;;;;;
Enebolig;Eier (Selveier);5;151;198;;2002;D - rød;5200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238412043;238412043;0;;;;805;;;;;;;;;
Rekkehus;Andel;3;105;105;;1953;G - oransje;3900000;https://www.finn.no/realestate/homes/ad.html?finnkode=223807784;223807784;0;;;;;;5;;;;;;;
Enebolig;Eier (Selveier);3;174;213;2;1958;G - mørkegrønn;2500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238410130;238410130;0;;;;;;;;;;;;;
Leilighet;Andel;1;54;54;1;1962;F - oransje;3000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238332673;238332673;0;;;;;;;;;;;;;
Tomannsbolig;Eier (Selveier);3;127;139;;1983;;4190000;https://www.finn.no/realestate/homes/ad.html?finnkode=238408702;238408702;0;;;;360;;5;;;;;;;
Enebolig;Eier (Selveier);5;140;140;2;1988;F - mørkegrønn;5900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238271519;238271519;0;;;;;;;;;;;;;
Rekkehus;Andel;3;86;95;;1976;F - rød;2790000;https://www.finn.no/realestate/homes/ad.html?finnkode=238411226;238411226;0;;;;7846;;;;;;;;;
Tomannsbolig;Eier (Selveier);2;79;84;;2005;;2390000;https://www.finn.no/realestate/homes/ad.html?finnkode=238410991;238410991;0;;;;122;;3;;;;;;;
Enebolig;Eier (Selveier);4;148;182;;1968;;2850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238410764;238410764;0;;;;413;;6;;;;;;;
Leilighet;Andel;2;68;71;1;1993;D - rød;2200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238410402;238410402;0;;;;;;;;;;;;;
Leilighet;Andel;1;51;88;1;1978;C - oransje;1650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238410431;238410431;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;90;90;1;2002;;4700000;https://www.finn.no/realestate/homes/ad.html?finnkode=233554167;233554167;0;;;;;;3;;;;;;;
Leilighet;Eier (Selveier);2;71;775;;2021;;8500000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238410065&page=43&sort=PUBLISHED_DESC;238410065;1;C0402;;;;;3;;;;;;;
Tomannsbolig;Eier (Selveier);3;105;105;;2001;C - gul;2600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238409930;238409930;0;;;;;;4;;;;;;;
Leilighet;Eier (Selveier);1;53;53;5;2016;B - mørkegrønn;4400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238409837;238409837;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);4;183;283;;1973;;3500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238409667;238409667;0;;;;4000;;5;;;;;;;
Enebolig;Eier (Selveier);3;132;142;3;1981;F - oransje;3700000;https://www.finn.no/realestate/homes/ad.html?finnkode=236018762;236018762;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);3;111;1185;;2021;;14500000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238409383&page=43&sort=PUBLISHED_DESC;238409383;1;D0501;;;;;4;;;;;;;
Leilighet;Andel;2;78;84;3;1988;;1800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238391333;238391333;0;;;;;;1;;;;;;;
Rekkehus;Eier (Selveier);3;88;96;;1975;F - rød;2350000;https://www.finn.no/realestate/homes/ad.html?finnkode=238408929;238408929;0;;;;;;4;;;;;;;
Enebolig;Eier (Selveier);0;105;151;;;;1350000;https://www.finn.no/realestate/homes/ad.html?finnkode=238407070;238407070;0;;;;2743;153;;;;;;;;
Leilighet;Eier (Selveier);2;66;68;;1918;G - oransje;2490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238408829;238408829;0;;;;204;;;;;;;;;
Leilighet;Andel;2;92;92;12;1973;;3300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238283394;238283394;0;;;;;;3;;;;;;;
Enebolig;Eier (Selveier);3;163;169;;1965;E - oransje;5600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238407942;238407942;0;;;;934;;;;;;;;;
Rekkehus;Eier (Selveier);3;161;164;;1975;F - oransje;3290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238407954;238407954;0;;;;301;;;;;;;;;
Rekkehus;Eier (Selveier);3;69.0;164;;2021;;2600000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235283442&page=43&sort=PUBLISHED_DESC;235283442;1;;;;301;;;;;;;;;
Leilighet;Andel;1;62;72;1;1979;F - rød;1900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238407888;238407888;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);2;70;89;;2021;;2950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238385915;238385915;0;;;;;;3;;Eiet;;;;;
Leilighet;Eier (Selveier);2;82;92;;2003;D - oransje;2700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238407476;238407476;0;;;;957;;;;;;;;;
Leilighet;Eier (Selveier);2;76;76;;2011;C - oransje;2800000;https://www.finn.no/realestate/homes/ad.html?finnkode=235847864;235847864;0;;;;2792;;;;;;;;;
Leilighet;Eier (Selveier);3;132;132;2;2015;;3890000;https://www.finn.no/realestate/homes/ad.html?finnkode=238184064;238184064;0;;;;;;4;;;;;;;
Enebolig;Eier (Selveier);5;151;160;;1923;G - gul;2390000;https://www.finn.no/realestate/homes/ad.html?finnkode=238406936;238406936;0;;;;1594;;;;;;;;;
Leilighet;Eier (Selveier);1;54;54;3;2021;;4150000;https://www.finn.no/realestate/homes/ad.html?finnkode=238407000;238407000;0;;;;6995;;;;;;;;;
Enebolig;Eier (Selveier);6;251;251;;2021;;26000000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238406862&page=44&sort=PUBLISHED_DESC;238406862;1;1;;;;;8;;;;;;;
Enebolig;Eier (Selveier);5;185;187;;2021;;4990000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238404733&page=44&sort=PUBLISHED_DESC;238404733;1;;;;;;;2;;;;;;
Leilighet;Eier (Selveier);1;37;40;1;2007;;2500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238373135;238373135;0;;;;;;2;;;;;;;
Leilighet;Eier (Selveier);1;54;54;4;2020;B - mørkegrønn;3900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238406855;238406855;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);6;256;256;;2021;;26000000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238406781&page=44&sort=PUBLISHED_DESC;238406781;1;2;;;;;8;;;;;;;
Leilighet;Aksje;0;14;14;4;1923;;1875000;https://www.finn.no/realestate/homes/ad.html?finnkode=212904098;212904098;0;;;;;;1;;;;;;;
Leilighet;Eier (Selveier);3;88;93;2;2005;C - oransje;3890000;https://www.finn.no/realestate/homes/ad.html?finnkode=238406611;238406611;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;60;65;;2002;C - oransje;1750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238165761;238165761;0;;;;;;;;;;;;;
Rekkehus;Eier (Selveier);3;118;118;;1958;F - gul;4250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238406301;238406301;0;;;;;;4;;;;;;;
Tomannsbolig;Eier (Selveier);1;40;48;1;2020;C - rød;2350000;https://www.finn.no/realestate/homes/ad.html?finnkode=238365885;238365885;0;;;;;;;;;;;;;
Enebolig;Eier (Selveier);5;152;178;3;1963;G - gul;1990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238156310;238156310;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;66;71;1;2019;C - rød;2840000;https://www.finn.no/realestate/homes/ad.html?finnkode=235678327;235678327;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);1;39;39;3;1930;E - rød;2990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238405703;238405703;0;;;;;;;;;;;;;
Leilighet;Eier (Selveier);2;68;73;2;2019;C - oransje;3950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238404936;238404936;0;;;;;;;;;;;;;
