Pris,Boligtype,Eieform bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,URL,ID,Dager siden annonse,Nybygg,Fylke,Omkostninger,Totalpris,Kommunale avg.,Formuesverdi,Tomteareal,Aircondition,Alarm,Balkong/Terrasse,Takterasse,Barnevennlig,Bredbåndstilknytning,Fellesvaskeri,Garasje/P-plass,Heis,Ingen gjenboerer,Kabel-TV,Lademulighet,Livsløpsstandard,Moderne,Offentlig vann/kloakk,Parkett,Peis/Ildsted,Rolig,Sentralt,Utsikt,Vaktmester-/vektertjeneste,Bademulighet,Fiskemulighet,Turterreng
18500000.0,Enebolig,Eier (Selveier),4,166,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=239981780&location=0.20061&page=2&sort=PUBLISHED_DESC,239981780,"1 day, 0:00:00",1,Oslo,151370,1840137018901370,,,,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
15000000.0,Leilighet,Eier (Selveier),2,123.5,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=216922789&location=0.20061&page=2&sort=PUBLISHED_DESC,216922789,"1 day, 0:00:00",1,Oslo,126370,1462637015626370,,,,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2763000.0,Leilighet,Andel,2.5,69.0,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=209668032&location=0.20061&page=2&sort=PUBLISHED_DESC,209668032,"1 day, 0:00:00",1,Oslo,5310970285,59031098035285,,,,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5500000,Leilighet,Andel,,75,77,3,2014,B - oransje,https://www.finn.no/realestate/homes/ad.html?finnkode=246051388,246051388,0:00:00,0,Oslo,15704,6006704,,,9900,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
3990000,Leilighet,Eier (Selveier),1,43,43,2,2010,C - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=224100065,224100065,"1 day, 0:00:00",0,Oslo,101092,4091092,,1084118,3321,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1
6300000,Leilighet,Andel,3,83,83,2,1888,G - oransje,https://www.finn.no/realestate/homes/ad.html?finnkode=245606116,245606116,"2 days, 0:00:00",0,Oslo,8763,6399976,,1475372,309,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1
6200000,Tomannsbolig,Eier (Selveier),4,110,121,,2013,,https://www.finn.no/realestate/homes/ad.html?finnkode=246043571,246043571,0:00:00,0,Oslo,164020,6364020,,1421341,3820,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,1
2250000,Leilighet,Andel,,17,17,3,1955,C - mørkegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=246042798,246042798,0:00:00,0,Oslo,15704,2469704,,485504,2234,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
,,,,,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=209254346&location=0.20061&page=2&sort=PUBLISHED_DESC,209254346,0,1,Oslo,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3100000,Leilighet,Eier (Selveier),1,61,61,1,1978,D - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=245613447,245613447,"2 days, 0:00:00",0,Oslo,80894,3261894,,848028,20214,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1
5900000,Leilighet,Aksje,2,73,73,9,1955,G - mørkegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=246037025,246037025,0:00:00,0,Oslo,19778,6213823,,1330554,2972,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1
3575000,Leilighet,Eier (Selveier),0,24,24,4,1895,G - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=245978646,245978646,"2 days, 0:00:00",0,Oslo,89412,3698378,,722273,799,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,0
3100000,Leilighet,Eier (Selveier),1,52,52,,1988,F - mørkegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=245980222,245980222,"2 days, 0:00:00",0,Oslo,80312,3240175,,669869,6877,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1
4190000,Leilighet,Andel,1,39,39,5,1899,G - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=246029502,246029502,0:00:00,0,Oslo,8032,4498044,,952919,657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4150000,Leilighet,Andel,2,63,63,4,1953,F - mørkegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=246028494,246028494,0:00:00,0,Oslo,15609,4507178,,1042059,29469,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1
3690000,Leilighet,Aksje,0,36,36,1,1937,G - mørkegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=245655467,245655467,"2 days, 0:00:00",0,Oslo,12878,3899324,,837494,2529,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1
5290000,Leilighet,Eier (Selveier),3,55,55,2,1935,G - mørkegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=245999112,245999112,"2 days, 0:00:00",0,Oslo,135412,5498412,,1079550,5766,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0
