Pris,Boligtype,Eieform bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,URL,ID,Dager siden annonse,Nybygg,Fylke,Omkostninger,Totalpris,Kommunale avg.,Formuesverdi,Tomteareal,Aircondition,Alarm,Balkong/Terrasse,Takterasse,Barnevennlig,Bredbåndstilknytning,Fellesvaskeri,Garasje/P-plass,Heis,Ingen gjenboerer,Kabel-TV,Lademulighet,Livsløpsstandard,Moderne,Offentlig vann/kloakk,Parkett,Peis/Ildsted,Rolig,Sentralt,Utsikt,Vaktmester-/vektertjeneste,Bademulighet,Fiskemulighet,Turterreng
3764000.0,Leilighet,Andel,2.0,96.5,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=216640964&location=0.20018&page=1&sort=PUBLISHED_DESC,216640964,"3 days, 0:00:00",1,Nordland,40860,316086015740860,,,,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
7465000.0,Leilighet,Eier (Selveier),1.5,75.5,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=202806752&location=0.20018&page=1&sort=PUBLISHED_DESC,202806752,"3 days, 0:00:00",1,Nordland,2409038120,423409010757020,,,,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
,,,,,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=242354718&location=0.20018&page=1&sort=PUBLISHED_DESC,242354718,0,1,Nordland,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3690000,Leilighet,Eier (Selveier),1,43,62,,2018,,https://www.finn.no/realestate/homes/ad.html?finnkode=245693321,245693321,"4 days, 0:00:00",0,Nordland,93592,3783592,4456,,5178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3720000,Leilighet,Eier (Selveier),2,87,,,2021,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=196542440&location=0.20018&page=1&sort=PUBLISHED_DESC,196542440,"4 days, 0:00:00",1,Nordland,5370,3725370,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2250000,Leilighet,Eier (Selveier),2,62,65,2,2013,D - oransje,https://www.finn.no/realestate/homes/ad.html?finnkode=234687475,234687475,"5 days, 0:00:00",0,Nordland,57420,2307420,17070,610771,1518,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1900000,Rekkehus,Andel,3,103,111,1,1976,,https://www.finn.no/realestate/homes/ad.html?finnkode=245665836,245665836,"1 day, 0:00:00",0,Nordland,,,,,3481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000000,Leilighet,Andel,2,70,70,2,1961,F - oransje,https://www.finn.no/realestate/homes/ad.html?finnkode=245657312,245657312,"2 days, 0:00:00",0,Nordland,,,,584681,39822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1150000,Leilighet,Andel,1,52,60,1,1994,E - rød,https://www.finn.no/realestate/homes/ad.html?finnkode=245641348,245641348,"5 days, 0:00:00",0,Nordland,1132,1540806,,383585,2524,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
4990000,Enebolig,Eier (Selveier),4,216,235,,1954,G - oransje,https://www.finn.no/realestate/homes/ad.html?finnkode=245646274,245646274,0:00:00,0,Nordland,141592,5131592,15344,871594,947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2950000,Leilighet,Andel,3,85,89,3,2020,A - mørkegrønn,https://www.finn.no/realestate/homes/ad.html?finnkode=245515924,245515924,"5 days, 0:00:00",0,Nordland,1132,6154533,,1066807,1730,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1
