Boligtype,Eieform bolig,Soverom,Primærrom,Bruksareal,Etasje,Byggeår,Energimerking,Pris,URL,ID,Nybygg,Eieform,Enhetsid,Solforhold,Utendørsareal,Tomteareal,Bruttoareal,Rom,Ant etasjer,Tomt,Renovert år,Areal,dato:21.06: ca. sol fra 15:30 - 21:30,Boligselgerforsikring,Grunnflate
Leilighet,Eier (Selveier),1,58,58,3,1992,E - mørkegrønn,3400000,https://www.finn.no/realestate/homes/ad.html?finnkode=238390824,238390824,0,,,,,,,,,,,,,,
Leilighet,Andel,1,49,49,4,1966,F - mørkegrønn,4400000,https://www.finn.no/realestate/homes/ad.html?finnkode=238487735,238487735,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,65,65,8,1959,G - mørkegrønn,6200000,https://www.finn.no/realestate/homes/ad.html?finnkode=237718557,237718557,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),1,36,36,4,2018,B - mørkegrønn,3850000,https://www.finn.no/realestate/homes/ad.html?finnkode=238471087,238471087,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),3,78,88,2,2018,C - mørkegrønn,4990000,https://www.finn.no/realestate/homes/ad.html?finnkode=237524128,237524128,0,,,,,,,,,,,,,,
Leilighet,Andel,1,55,58,1,1979,F - rød,2350000,https://www.finn.no/realestate/homes/ad.html?finnkode=237314133,237314133,0,,,,,,,,,,,,,,
Leilighet,,1 - 4,110.5,,,2021,,6800000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=219018012&page=17&sort=PUBLISHED_DESC,219018012,1,Eier (Selveier),,,,,,,,,,60 - 161 m²,,,
Leilighet,,2 - 3,95.5,,,2021,,6850000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=168616324&page=17&sort=PUBLISHED_DESC,168616324,1,Eier (Selveier),,,,,,,,,,52 - 139 m²,,,
Leilighet,,2,75.0,,,2021,,3695000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=219012989&page=17&sort=PUBLISHED_DESC,219012989,1,Eier (Selveier),,,,,,,,,,67 - 83 m²,,,
Leilighet,,3,115 ,,,2021,,5490000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=111369210&page=17&sort=PUBLISHED_DESC,111369210,1,Eier (Selveier),,,,,,,,,,115 m²,,,
Leilighet,,1 - 2,66.5,,,2021,,4045000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232038928&page=17&sort=PUBLISHED_DESC,232038928,1,Eier (Selveier),,,,,,,,,,43 - 90 m²,,,
Rekkehus,,3,89 ,,,2021,,4083000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=176599081&page=17&sort=PUBLISHED_DESC,176599081,1,Eier (Selveier),,,,,,,2,,,89 m²,,,
Rekkehus,,1,29 ,,,2021,,1950000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=121452615&page=17&sort=PUBLISHED_DESC,121452615,1,Eier (Selveier),,,,,,,,,,29 m²,,,
Leilighet,,2 - 3,101.0,,,2021,,3297500.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228647028&page=17&sort=PUBLISHED_DESC,228647028,1,Andel,,,,,,,,,,65 - 137 m²,,,
Leilighet,,,119.5,,,2021,,4205000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235119887&page=17&sort=PUBLISHED_DESC,235119887,1,Andel,,,,,,,,,,110 - 129 m²,,,
Rekkehus,,2,90 ,,,2021,,5590000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=151154853&page=17&sort=PUBLISHED_DESC,151154853,1,Eier (Selveier),,,,,,,,,,90 m²,,,
Leilighet,,1 - 2,72.0,,,2021,,4315000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=198986469&page=17&sort=PUBLISHED_DESC,198986469,1,Eier (Selveier),,,,,,,,,,52 - 92 m²,,,
Leilighet,,1 - 3,80.5,,,2021,,8695000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228635559&page=17&sort=PUBLISHED_DESC,228635559,1,Eier (Selveier),,,,,,,,,,37 - 124 m²,,,
Leilighet,,2,63 ,,,2021,,3490000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222336877&page=17&sort=PUBLISHED_DESC,222336877,1,Eier (Selveier),,,,,,,,,,63 m²,,,
Leilighet,,3,90 ,,,2021,,2550000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=211712871&page=17&sort=PUBLISHED_DESC,211712871,1,Eier (Selveier),,,,,,,,,,90 m²,,,
Andre,,2 - 3,87.5,,,2021,,5755500.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=130562667&page=17&sort=PUBLISHED_DESC,130562667,1,Eier (Selveier),,,,,,,,,,80 - 95 m²,,,
Leilighet,,1 - 3,84.0,,,2021,,6724500.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=156128140&page=17&sort=PUBLISHED_DESC,156128140,1,Eier (Selveier),,,,,,,,,,29 - 139 m²,,,
Leilighet,,1 - 4,92.0,,,2021,,5595000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=218997170&page=17&sort=PUBLISHED_DESC,218997170,1,Eier (Selveier),,,,,,,,,,46 - 138 m²,,,
Leilighet,,1,39 ,,,2021,,3440000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232007056&page=17&sort=PUBLISHED_DESC,232007056,1,Eier (Selveier),,,,,,,,,,39 m²,,,
Leilighet,,1 - 3,66.5,,,2021,,4065000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222339478&page=17&sort=PUBLISHED_DESC,222339478,1,Eier (Selveier),,,,,,,,,,47 - 86 m²,,,
Leilighet,,2,87.5,,,2021,,5170000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=219018003&page=17&sort=PUBLISHED_DESC,219018003,1,Eier (Selveier),,,,,,,,,,74 - 101 m²,,,
Leilighet,,1 - 4,83.5,,,2021,,3160000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208348401&page=17&sort=PUBLISHED_DESC,208348401,1,Andel,,,,,,,,,,47 - 120 m²,,,
Tomannsbolig,,3 - 4,128.0,,,2021,,5180000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222323199&page=17&sort=PUBLISHED_DESC,222323199,1,Eier (Selveier),,,,,,,,,,118 - 138 m²,,,
Leilighet,,1,32 ,,,2021,,1870000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=195565761&page=17&sort=PUBLISHED_DESC,195565761,1,Eier (Selveier),,,,,,,,,,32 m²,,,
Leilighet,,2,76.0,,,2021,,2270000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=188687847&page=17&sort=PUBLISHED_DESC,188687847,1,Andel,,,,,,,,,,67 - 85 m²,,,
Leilighet,,2 - 3,98.0,,,2021,,7040000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=151175998&page=17&sort=PUBLISHED_DESC,151175998,1,Eier (Selveier),,,,,,,7,,,81 - 115 m²,,,
Rekkehus,,2,78.5,,,2021,,1496000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235384157&page=17&sort=PUBLISHED_DESC,235384157,1,Andel,,,,,,,,,,78 - 79 m²,,,
Rekkehus,,3,93 ,,,2021,,4890000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228640529&page=17&sort=PUBLISHED_DESC,228640529,1,Eier (Selveier),,,,,,,,,,93 m²,,,
Rekkehus,,3,88 ,,,2021,,2650000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=188705424&page=17&sort=PUBLISHED_DESC,188705424,1,Eier (Selveier),,,,,,,1,,,88 m²,,,
Rekkehus,,3,93.5,,,2021,,3090000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=214010788&page=17&sort=PUBLISHED_DESC,214010788,1,Eier (Selveier),,,,,,,1,,,88 m²,,,
Rekkehus,,1 - 4,89.5,,,2021,,3865000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=158770512&page=17&sort=PUBLISHED_DESC,158770512,1,Eier (Selveier),,,,,,,,,,57 - 122 m²,,,
Leilighet,,2 - 3,105.0,,,2021,,3440000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=101896190&page=17&sort=PUBLISHED_DESC,101896190,1,Eier (Selveier),,,,,,,,,,72 - 138 m²,,,
Leilighet,,1 - 2,67.0,,,2021,,1047500.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228621709&page=17&sort=PUBLISHED_DESC,228621709,1,Andel,,,,,,,,,,48 - 86 m²,,,
Leilighet,,1 - 4,110.0,,,2021,,7350000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=219016866&page=17&sort=PUBLISHED_DESC,219016866,1,Eier (Selveier),,,,,,,,,,54 - 166 m²,,,
Leilighet,,1 - 3,72.0,,,2021,,2060000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205120369&page=17&sort=PUBLISHED_DESC,205120369,1,Andel,,,,,,,,,,46 - 98 m²,,,
Leilighet,,2 - 3,82.5,,,2021,,2300000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=146164100&page=17&sort=PUBLISHED_DESC,146164100,1,Andel,,,,,,,,,,67 - 98 m²,,,
Leilighet,,2 - 3,78.0,,,2021,,4610000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205064010&page=17&sort=PUBLISHED_DESC,205064010,1,Eier (Selveier),,,,,,,,,,70 - 86 m²,,,
Rekkehus,,2 - 3,89.0,,,2021,,2917500.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=215479378&page=17&sort=PUBLISHED_DESC,215479378,1,Eier (Selveier),,,,,,,,,,64 - 114 m²,,,
Tomannsbolig,,2,71 ,,,2021,,2490000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=115599305&page=17&sort=PUBLISHED_DESC,115599305,1,Eier (Selveier),,,,,,,,,,71 m²,,,
Enebolig,,4 - 5,164.5,,,2021,,5200000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=115320973&page=17&sort=PUBLISHED_DESC,115320973,1,Eier (Selveier),,,,,,,,,,140 - 189 m²,,,
Leilighet,,,125.0,,,2021,,11675000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228690379&page=17&sort=PUBLISHED_DESC,228690379,1,Eier (Selveier),,,,,,,,,,72 - 178 m²,,,
Tomannsbolig,,4 - 7,180.5,,,2021,,9790000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208343290&page=17&sort=PUBLISHED_DESC,208343290,1,Eier (Selveier),,,,,,,,,,164 - 197 m²,,,
Tomannsbolig,,4,134.0,,,2021,,7400000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235388879&page=17&sort=PUBLISHED_DESC,235388879,1,Eier (Selveier),,,,,,,,,,133 - 135 m²,,,
Leilighet,,1 - 2,53.5,,,2021,,3370000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=195510214&page=17&sort=PUBLISHED_DESC,195510214,1,Eier (Selveier),,,,,,,,,,38 - 69 m²,,,
Leilighet,,2 - 3,75.0,,,2021,,5425000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=195499201&page=17&sort=PUBLISHED_DESC,195499201,1,Eier (Selveier),,,,,,,,,,64 - 86 m²,,,
Leilighet,,2 - 3,90.5,,,2021,,2284000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=211691214&page=17&sort=PUBLISHED_DESC,211691214,1,Andel,,,,,,,,,,79 - 102 m²,,,
Enebolig,,3,129 ,,,2021,,4435000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235386536&page=17&sort=PUBLISHED_DESC,235386536,1,Eier (Selveier),,,,,,,,,,129 m²,,,
Leilighet,,2,61 ,,,2021,,3765000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=199023297&page=17&sort=PUBLISHED_DESC,199023297,1,Eier (Selveier),,,,,,,,,,61 m²,,,
Rekkehus,,4,143.0,,,2021,,5595000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222345687&page=17&sort=PUBLISHED_DESC,222345687,1,Eier (Selveier),,,,,,,,,,141 - 145 m²,,,
Enebolig,,5,208 ,,,2021,,6160000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=132916086&page=17&sort=PUBLISHED_DESC,132916086,1,Eier (Selveier),,,,,,,2,,,208 m²,,,
Enebolig,Eier (Selveier),5,257,295,,1967,G - oransje,15900000,https://www.finn.no/realestate/homes/ad.html?finnkode=237889343,237889343,0,,,,,1251 m² (eiet),,,,,,,,,
Enebolig,,5,208 ,,,2021,,6160000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=132916086&page=18&sort=PUBLISHED_DESC,132916086,1,Eier (Selveier),,,,,,,2,,,208 m²,,,
Enebolig,,3,128.0,,,2021,,5975000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=185554788&page=18&sort=PUBLISHED_DESC,185554788,1,Eier (Selveier),,,,,,,,,,124 - 132 m²,,,
Leilighet,,2 - 3,80.5,,,2021,,3290000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235380818&page=18&sort=PUBLISHED_DESC,235380818,1,Eier (Selveier),,,,,,,,,,69 - 92 m²,,,
Leilighet,,2 - 3,112.0,,,2021,,6947500.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=211725800&page=18&sort=PUBLISHED_DESC,211725800,1,Eier (Selveier),,,,,,,,,,99 - 125 m²,,,
Leilighet,,1 - 3,75.5,,,2021,,4870000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=173703870&page=18&sort=PUBLISHED_DESC,173703870,1,Eier (Selveier),,,,,,,,,,61 - 90 m²,,,
Rekkehus,,3,110.0,,,2021,,3250000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=182740566&page=18&sort=PUBLISHED_DESC,182740566,1,Eier (Selveier),,,,,,,,,,100 - 120 m²,,,
Tomannsbolig,,3,105 ,,,2021,,4940000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=171295821&page=18&sort=PUBLISHED_DESC,171295821,1,Eier (Selveier),,,,,,,,,,105 m²,,,
Leilighet,,1 - 3,83.0,,,2021,,4950000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=219004373&page=18&sort=PUBLISHED_DESC,219004373,1,Eier (Selveier),,,,,,,,,,48 - 118 m²,,,
Rekkehus,,3,122 ,,,2021,,4390000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=158765498&page=18&sort=PUBLISHED_DESC,158765498,1,Eier (Selveier),,,,,,,,,,122 m²,,,
Leilighet,,3 - 4,89.0,,,2021,,5925000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=156137466&page=18&sort=PUBLISHED_DESC,156137466,1,Eier (Selveier),,,,,,,,,,82 - 96 m²,,,
Leilighet,,3,88 ,,,2021,,3130000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=164113548&page=18&sort=PUBLISHED_DESC,164113548,1,Eier (Selveier),,,,,,,1,,,88 m²,,,
Rekkehus,,3,135.0,,,2021,,7440000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=211725152&page=18&sort=PUBLISHED_DESC,211725152,1,Eier (Selveier),,,,,,,,,,134 - 136 m²,,,
Leilighet,,2,70 ,,,2021,,4500000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=188607433&page=18&sort=PUBLISHED_DESC,188607433,1,Eier (Selveier),,,,,,,,,,70 m²,,,
Leilighet,,2 - 3,86.5,,,2021,,3085000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=182764544&page=18&sort=PUBLISHED_DESC,182764544,1,Eier (Selveier),,,,,,,,,,75 - 98 m²,,,
Enebolig,,3,123 ,,,2021,,5333000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=146153890&page=18&sort=PUBLISHED_DESC,146153890,1,Eier (Selveier),,,,,,,2,,,123 m²,,,
Leilighet,,3,86.5,,,2021,,10100000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=188711686&page=18&sort=PUBLISHED_DESC,188711686,1,Eier (Selveier),,,,,,,,,,78 - 95 m²,,,
Leilighet,,2,74 ,,,2021,,1876000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=211675863&page=18&sort=PUBLISHED_DESC,211675863,1,Andel,,,,,,,,,,74 m²,,,
Enebolig,,3 - 4,134.0,,,2021,,6295000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=211729203&page=18&sort=PUBLISHED_DESC,211729203,1,Eier (Selveier),,,,,,,,,,128 - 140 m²,,,
Leilighet,,1 - 4,77.0,,,2021,,2818500.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228650107&page=18&sort=PUBLISHED_DESC,228650107,1,Andel,,,,,,,,,,35 - 119 m²,,,
Leilighet,,1 - 3,79.5,,,2021,,7725000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=211698563&page=18&sort=PUBLISHED_DESC,211698563,1,Eier (Selveier),,,,,,,,,,34 - 125 m²,,,
Leilighet,Andel,1,71,71,2,2001,D - oransje,1650000,https://www.finn.no/realestate/homes/ad.html?finnkode=238647663,238647663,0,,,,,,,,,,,,,,
Leilighet,Andel,1,245 ,71,2,2021,,9000000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=211238389&page=18&sort=PUBLISHED_DESC,211238389,1,,,,,,,,,,,,,,
Leilighet,Andel,1,58.5,71,2,2021,,2943000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=215023159&page=18&sort=PUBLISHED_DESC,215023159,1,,,,,,,,,,,,,,
Leilighet,Andel,1,160.5,71,2,2021,,8478000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=211442511&page=18&sort=PUBLISHED_DESC,211442511,1,,,,,,,,,,,,,,
Leilighet,Andel,1,62.0,71,2,2021,,2610000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=214924776&page=18&sort=PUBLISHED_DESC,214924776,1,,,,,,,,,,,,,,
Leilighet,Andel,1,77.0,71,2,2021,,3318000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=211358311&page=18&sort=PUBLISHED_DESC,211358311,1,,,,,,,,,,,,,,
Leilighet,Andel,1,,71,2,2021,,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=199739148&page=18&sort=PUBLISHED_DESC,199739148,1,,,,,,,,,,,,,,
Leilighet,Andel,1,,71,2,2021,,,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208305492&page=18&sort=PUBLISHED_DESC,208305492,1,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),1,59,59,3,1997,E - mørkegrønn,5490000,https://www.finn.no/realestate/homes/ad.html?finnkode=238646296,238646296,0,,,,,,,,,,,,,,
Leilighet,Andel,2,65,70,10,1962,,3500000,https://www.finn.no/realestate/homes/ad.html?finnkode=238380817,238380817,0,,,,,,,3,,,,,,,
Enebolig,,4,157 ,157,,2021,,7790000,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238626646&page=18&sort=PUBLISHED_DESC,238626646,1,Eier (Selveier),,Veldig gode solforhold,,,,,2,,,,,,
Leilighet,Andel,3,82,82,3,1970,G - rød,3290000,https://www.finn.no/realestate/homes/ad.html?finnkode=238517588,238517588,0,,,,,,,,,,,,,,
Rekkehus,Eier (Selveier),3,187,187,,1976,D - oransje,4290000,https://www.finn.no/realestate/homes/ad.html?finnkode=238638593,238638593,0,,,,,,,7,,,,,,,
Leilighet,Andel,,75,81,1,1983,E - mørkegrønn,3270000,https://www.finn.no/realestate/homes/ad.html?finnkode=238637208,238637208,0,,,,,26500 m² (eiet),,,,,,,,,
Enebolig,Eier (Selveier),2,153,178,,1968,,11000000,https://www.finn.no/realestate/homes/ad.html?finnkode=238636778,238636778,0,,,,,653 m² (eiet),,5,,,,,,,
Enebolig,Eier (Selveier),2,68.0,178,,2021,,3140000.0,https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235284904&page=18&sort=PUBLISHED_DESC,235284904,1,,,,,653 m² (eiet),,5,,,,,,,
Leilighet,Andel,2,93,95,4,1980,E - rød,4750000,https://www.finn.no/realestate/homes/ad.html?finnkode=238636087,238636087,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),6,305,317,,1948,,2850000,https://www.finn.no/realestate/homes/ad.html?finnkode=238635815,238635815,0,,,,,1195 m² (eiet),,10,,,,,,,
Enebolig,Eier (Selveier),3,106,106,2,1900,G - gul,3950000,https://www.finn.no/realestate/homes/ad.html?finnkode=238635650,238635650,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),6,165,170,2,1966,G - oransje,7400000,https://www.finn.no/realestate/homes/ad.html?finnkode=224919530,224919530,0,,,,,,,,,,,,,,
Leilighet,Andel,1,33,33,,1962,G - mørkegrønn,3350000,https://www.finn.no/realestate/homes/ad.html?finnkode=238598951,238598951,0,,,,,,,2,,,,,,,
Enebolig,Eier (Selveier),4,258,360,,1983,E - gul,2590000,https://www.finn.no/realestate/homes/ad.html?finnkode=238632570,238632570,0,,,,,,,7,,,,,,,
Leilighet,Eier (Selveier),2,125,128,1,2016,G - mørkegrønn,6490000,https://www.finn.no/realestate/homes/ad.html?finnkode=238632244,238632244,0,,,,,,,,,,,,,,
Leilighet,Andel,1,51,51,8,1970,E - mørkegrønn,1800000,https://www.finn.no/realestate/homes/ad.html?finnkode=238632049,238632049,0,,,,,,,,,,,,,,
Leilighet,Andel,3,66,66,4,1954,,4100000,https://www.finn.no/realestate/homes/ad.html?finnkode=238499351,238499351,0,,,,,,,4,,,,,,,
Enebolig,Eier (Selveier),6,132,530,,1900,,1490000,https://www.finn.no/realestate/homes/ad.html?finnkode=238630626,238630626,0,,,,,2298 m² (eiet),,,,,,,,Ja,
Leilighet,Andel,,29,42,13,1969,E - lysegrønn,2450000,https://www.finn.no/realestate/homes/ad.html?finnkode=238630333,238630333,0,,,,,,,1,,,,,,,
Leilighet,Andel,3,75,75,3,1961,G - oransje,2600000,https://www.finn.no/realestate/homes/ad.html?finnkode=238473719,238473719,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),4,158,196,2,1978,G - oransje,9950000,https://www.finn.no/realestate/homes/ad.html?finnkode=237718755,237718755,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),5,246,284,,1978,G - oransje,3690000,https://www.finn.no/realestate/homes/ad.html?finnkode=231425567,231425567,0,,,,,1087 m² (eiet),,,,,,,,,
Leilighet,Eier (Selveier),2,83,86,6,2017,D - mørkegrønn,6100000,https://www.finn.no/realestate/homes/ad.html?finnkode=237788274,237788274,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),2,86,104,,1917,G - gul,2200000,https://www.finn.no/realestate/homes/ad.html?finnkode=238625116,238625116,0,,,,,1225 m² (eiet),,,,,,,,,
Leilighet,Andel,,29,29,2,1963,C - rød,2490000,https://www.finn.no/realestate/homes/ad.html?finnkode=238624932,238624932,0,,,,,,,1,,,,,,,
Tomannsbolig,Eier (Selveier),4,118,157,,1954,G - oransje,620000,https://www.finn.no/realestate/homes/ad.html?finnkode=238624288,238624288,0,,,,,1116 m² (eiet),,,,,,,,,
Enebolig,Eier (Selveier),4,191,206,,1980,F - oransje,14600000,https://www.finn.no/realestate/homes/ad.html?finnkode=238492441,238492441,0,,,,,,,6,,,,,,,
Enebolig,Eier (Selveier),4,170,174,,1983,F - rød,14300000,https://www.finn.no/realestate/homes/ad.html?finnkode=238623564,238623564,0,,,,,1605 m² (eiet),,,,,,,,,
Leilighet,Andel,2,71,74,2,1969,D - mørkegrønn,3250000,https://www.finn.no/realestate/homes/ad.html?finnkode=238623191,238623191,0,,,,,,,,,,,,,,
Leilighet,Andel,1,51,51,2,1890,G - rød,4900000,https://www.finn.no/realestate/homes/ad.html?finnkode=238622471,238622471,0,,,,,,,,,,,,,,
Tomannsbolig,Eier (Selveier),2,50,50,2,2017,B - rød,2950000,https://www.finn.no/realestate/homes/ad.html?finnkode=238541547,238541547,0,,,,,,,,,,,,,,
Tomannsbolig,Eier (Selveier),4,252,276,,1930,G - gul,12500000,https://www.finn.no/realestate/homes/ad.html?finnkode=238621219,238621219,0,,,,,,,8,,,,,,,
Leilighet,Eier (Selveier),2,74,74,3,2003,D - rød,6900000,https://www.finn.no/realestate/homes/ad.html?finnkode=238620754,238620754,0,,,,,,,,,,,,,,
Rekkehus,Eier (Selveier),4,162,175,,1956,G - oransje,8000000,https://www.finn.no/realestate/homes/ad.html?finnkode=238620803,238620803,0,,,,,,,6,,,,,,,
Leilighet,Eier (Selveier),2,62,65,,1920,G - oransje,2500000,https://www.finn.no/realestate/homes/ad.html?finnkode=238620520,238620520,0,,,,,630 m² (eiet),,,,,,,,,
Leilighet,Eier (Selveier),2,61,61,1,2011,C - oransje,2720000,https://www.finn.no/realestate/homes/ad.html?finnkode=238619659,238619659,0,,,,,,,,,,,,,,
Leilighet,Andel,3,103,106,2,1977,F - rød,4800000,https://www.finn.no/realestate/homes/ad.html?finnkode=238618947,238618947,0,,,,,,,,,,,,,,
Leilighet,Andel,2,63,63,5,1959,F - lysegrønn,4950000,https://www.finn.no/realestate/homes/ad.html?finnkode=238618928,238618928,0,,,,,,,,,,,,,,
Rekkehus,Eier (Selveier),3,155,155,,1968,G - oransje,9700000,https://www.finn.no/realestate/homes/ad.html?finnkode=238576115,238576115,0,,,,,,,5,,,,,,,
Leilighet,Eier (Selveier),3,129,129,7,2021,B - mørkegrønn,9900000,https://www.finn.no/realestate/homes/ad.html?finnkode=238558094,238558094,0,,,,,,,,,,,,,,
Leilighet,Andel,1,48,48,4,1899,F - oransje,3950000,https://www.finn.no/realestate/homes/ad.html?finnkode=238582947,238582947,0,,,,,,,,,,,,,,
Rekkehus,Andel,3,110,125,3,1996,G - oransje,1990000,https://www.finn.no/realestate/homes/ad.html?finnkode=238428957,238428957,0,,,,,,,,,,,,,,
Rekkehus,Andel,4,128,130,,1968,D - oransje,5900000,https://www.finn.no/realestate/homes/ad.html?finnkode=238614252,238614252,0,,,,,,,6,,,,,,,
Tomannsbolig,Eier (Selveier),4,135,135,,2011,C - mørkegrønn,6500000,https://www.finn.no/realestate/homes/ad.html?finnkode=238614184,238614184,0,,,,,,,6,,,,,,,
Tomannsbolig,Eier (Selveier),3,88,88,,1958,F - gul,7500000,https://www.finn.no/realestate/homes/ad.html?finnkode=238614031,238614031,0,,,,,,,4,,,,,,,
Rekkehus,Eier (Selveier),3,137,141,2,1975,F - oransje,4790000,https://www.finn.no/realestate/homes/ad.html?finnkode=238454532,238454532,0,,,,,,,,,,,,,,
Leilighet,Andel,1,45,48,1,1980,F - rød,2100000,https://www.finn.no/realestate/homes/ad.html?finnkode=238613493,238613493,0,,,,,,,,,,,,,,
Leilighet,Andel,0,32,32,2,1968,F - rød,1950000,https://www.finn.no/realestate/homes/ad.html?finnkode=238505152,238505152,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,88,92,2,2009,D - mørkegrønn,4990000,https://www.finn.no/realestate/homes/ad.html?finnkode=238585800,238585800,0,,,,,,,,,,,,,,
Leilighet,Eier (Selveier),2,107,107,3,1888,,8000000,https://www.finn.no/realestate/homes/ad.html?finnkode=238612952,238612952,0,,,,,,,3,,,,,,,
Leilighet,Andel,1,47,52,2,1970,E - rød,1250000,https://www.finn.no/realestate/homes/ad.html?finnkode=238130838,238130838,0,,,,,,,,,,,,,,
Enebolig,Eier (Selveier),3,156,188,,1966,G - gul,6700000,https://www.finn.no/realestate/homes/ad.html?finnkode=238612334,238612334,0,,,,,,,5,,,,,,,
