Boligtype;Eieform bolig;Soverom;Primærrom;Bruksareal;Etasje;Byggeår;Energimerking;Pris;URL;ID
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;3173000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=190868999&page=11&sort=PUBLISHED_DESC;190868999
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;4445000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=199057423&page=11&sort=PUBLISHED_DESC;199057423
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;3590000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228779367&page=11&sort=PUBLISHED_DESC;228779367
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;2450000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=206191059&page=11&sort=PUBLISHED_DESC;206191059
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;15995000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222410993&page=11&sort=PUBLISHED_DESC;222410993
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;5739000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=130641495&page=11&sort=PUBLISHED_DESC;130641495
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;3750000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232088488&page=11&sort=PUBLISHED_DESC;232088488
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;3770000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208426056&page=11&sort=PUBLISHED_DESC;208426056
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;2970000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228763619&page=11&sort=PUBLISHED_DESC;228763619
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;9522500.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205184795&page=11&sort=PUBLISHED_DESC;205184795
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;4570000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=182839248&page=11&sort=PUBLISHED_DESC;182839248
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;2370000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208437978&page=11&sort=PUBLISHED_DESC;208437978
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;4090000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232123703&page=11&sort=PUBLISHED_DESC;232123703
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;3117000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208432056&page=11&sort=PUBLISHED_DESC;208432056
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;2890000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205145808&page=11&sort=PUBLISHED_DESC;205145808
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;11398000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=132762783&page=11&sort=PUBLISHED_DESC;132762783
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;2750000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=156244376&page=11&sort=PUBLISHED_DESC;156244376
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;7975000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=145502425&page=11&sort=PUBLISHED_DESC;145502425
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;5998000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205470253&page=11&sort=PUBLISHED_DESC;205470253
Enebolig;Eier (Selveier);2;148;203;2;1938;G - gul;6450000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=132990314&page=11&sort=PUBLISHED_DESC;132990314
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;4350000;https://www.finn.no/realestate/homes/ad.html?finnkode=238793068;238793068
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;4990000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=215532095&page=12&sort=PUBLISHED_DESC;215532095
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;3495000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=208430935&page=12&sort=PUBLISHED_DESC;208430935
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;3390000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=96178774&page=12&sort=PUBLISHED_DESC;96178774
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;3390000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232092733&page=12&sort=PUBLISHED_DESC;232092733
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;11500000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=195658446&page=12&sort=PUBLISHED_DESC;195658446
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;7740000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=164190454&page=12&sort=PUBLISHED_DESC;164190454
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;6990000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228755537&page=12&sort=PUBLISHED_DESC;228755537
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;6096289.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=182823920&page=12&sort=PUBLISHED_DESC;182823920
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;4623000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=190904558&page=12&sort=PUBLISHED_DESC;190904558
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;8540000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205131492&page=12&sort=PUBLISHED_DESC;205131492
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;5975000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=199079003&page=12&sort=PUBLISHED_DESC;199079003
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;4175000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=188015957&page=12&sort=PUBLISHED_DESC;188015957
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;5350000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=215547664&page=12&sort=PUBLISHED_DESC;215547664
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;8140000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=146244205&page=12&sort=PUBLISHED_DESC;146244205
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;14250000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228725314&page=12&sort=PUBLISHED_DESC;228725314
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;5590000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=219100610&page=12&sort=PUBLISHED_DESC;219100610
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;6798000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=119991723&page=12&sort=PUBLISHED_DESC;119991723
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;6650000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=139242731&page=12&sort=PUBLISHED_DESC;139242731
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;5495000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=125693049&page=12&sort=PUBLISHED_DESC;125693049
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;6223250.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=182822764&page=12&sort=PUBLISHED_DESC;182822764
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;4070000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=199039358&page=12&sort=PUBLISHED_DESC;199039358
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;7650000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=187283800&page=12&sort=PUBLISHED_DESC;187283800
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;3390000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232118850&page=12&sort=PUBLISHED_DESC;232118850
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;4240000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=185645280&page=12&sort=PUBLISHED_DESC;185645280
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;6775000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222468420&page=12&sort=PUBLISHED_DESC;222468420
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;7590000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=219117910&page=12&sort=PUBLISHED_DESC;219117910
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;4075000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=222403612&page=12&sort=PUBLISHED_DESC;222403612
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;3090000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=205146488&page=12&sort=PUBLISHED_DESC;205146488
Leilighet;Aksje;2;60;60;;1939;F - mørkegrønn;7195000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=195656696&page=12&sort=PUBLISHED_DESC;195656696
Leilighet;Eier (Selveier);2;53;53;7;1940;E - gul;4200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238536791;238536791
Rekkehus;Eier (Selveier);3;97;102;;2018;;2690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238739546;238739546
Leilighet;Aksje;1;57;59;2;1926;D - lysegrønn;4900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238770372;238770372
Enebolig;Eier (Selveier);5;228;233;;1910;;6700000;https://www.finn.no/realestate/homes/ad.html?finnkode=236210176;236210176
Leilighet;Eier (Selveier);2;70;75;2;2019;;2930000;https://www.finn.no/realestate/homes/ad.html?finnkode=238764176;238764176
Leilighet;Eier (Selveier);2;70;75;2;2019;;6900000;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238763506&page=12&sort=PUBLISHED_DESC;238763506
Enebolig;Eier (Selveier);4;200;260;3;1956;;2300000;https://www.finn.no/realestate/homes/ad.html?finnkode=237756953;237756953
Leilighet;Andel;2;80;80;2;1984;F - oransje;7200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238762722;238762722
Leilighet;Eier (Selveier);2;73;75;6;1998;C - rød;8290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238398557;238398557
Tomannsbolig;Eier (Selveier);3;100;147;;1982;;1400000;https://www.finn.no/realestate/homes/ad.html?finnkode=238545388;238545388
Leilighet;Andel;3;70;70;1;1958;G - mørkegrønn;3800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238747778;238747778
Enebolig;Eier (Selveier);4;;885;;;;35000000;https://www.finn.no/realestate/homes/ad.html?finnkode=238758640;238758640
Leilighet;Andel;1;55;55;2;1941;F - mørkegrønn;3900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238758545;238758545
Leilighet;Eier (Selveier);1;47;47;5;2021;C - mørkegrønn;5390000;https://www.finn.no/realestate/homes/ad.html?finnkode=238743233;238743233
Leilighet;Eier (Selveier);2;85;87;2;1951;F - rød;8500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238757111;238757111
Enebolig;Eier (Selveier);4;167;186;;1964;G - rød;9980000;https://www.finn.no/realestate/homes/ad.html?finnkode=238757182;238757182
Leilighet;Andel;2;67;67;2;1956;G - oransje;1650000;https://www.finn.no/realestate/homes/ad.html?finnkode=238753351;238753351
Enebolig;Eier (Selveier);;172;186;;1975;F - gul;4930000;https://www.finn.no/realestate/homes/ad.html?finnkode=234722444;234722444
Leilighet;Andel;3;96;102;4;1980;F - rød;8800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238752409;238752409
Leilighet;Eier (Selveier);2;63;63;2;1850;G - rød;5200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238211121;238211121
Leilighet;Eier (Selveier);2;60;66;3;1949;G - rød;4500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238292472;238292472
Leilighet;Eier (Selveier);3;116;121;5;2021;A - gul;8240000;https://www.finn.no/realestate/homes/ad.html?finnkode=210606842;210606842
Leilighet;Andel;2;73;82;3;1969;;3190000;https://www.finn.no/realestate/homes/ad.html?finnkode=238492933;238492933
Leilighet;Aksje;2;55;55;2;1934;F - oransje;4700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238599856;238599856
Leilighet;Eier (Selveier);1;45;45;2;2017;D - mørkegrønn;3900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238717470;238717470
Enebolig;Eier (Selveier);3;118;199;2;1975;;1700000;https://www.finn.no/realestate/homes/ad.html?finnkode=236637445;236637445
Enebolig;Eier (Selveier);4;103;153;;1950;;1950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238702821;238702821
Leilighet;Andel;1;39;39;7;2006;D - rød;1950000;https://www.finn.no/realestate/homes/ad.html?finnkode=238421263;238421263
Leilighet;Eier (Selveier);2;79;84;4;2008;D - mørkegrønn;5250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238503886;238503886
Leilighet;Eier (Selveier);3;82;82;3;1955;G - mørkegrønn;3500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238739736;238739736
Leilighet;Andel;1;42;42;1;1927;G - oransje;3750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238738432;238738432
Enebolig;Eier (Selveier);4;163;163;;1935;G - rød;15500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238737164;238737164
Enebolig;Eier (Selveier);4;163;163;;1935;G - rød;2262500.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238736556&page=13&sort=PUBLISHED_DESC;238736556
Leilighet;Andel;2;67;67;4;1955;F - gul;4100000;https://www.finn.no/realestate/homes/ad.html?finnkode=238481104;238481104
Leilighet;Eier (Selveier);3;85;85;6;2005;D - rød;8250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238490876;238490876
Leilighet;Eier (Selveier);3;85;85;6;2005;D - rød;1400000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238735995&page=13&sort=PUBLISHED_DESC;238735995
Leilighet;Eier (Selveier);3;85;85;6;2005;D - rød;4425000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238735236&page=13&sort=PUBLISHED_DESC;238735236
Leilighet;Eier (Selveier);3;85;85;6;2005;D - rød;1496000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=238733351&page=13&sort=PUBLISHED_DESC;238733351
Leilighet;Aksje;1;71;71;3;1960;G - mørkegrønn;7350000;https://www.finn.no/realestate/homes/ad.html?finnkode=238732502;238732502
Leilighet;Aksje;1;71;71;3;1960;G - mørkegrønn;;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=231911316&page=13&sort=PUBLISHED_DESC;231911316
Leilighet;Eier (Selveier);3;119;119;3;1894;G - oransje;10500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238726943;238726943
Tomannsbolig;Eier (Selveier);3;138;155;;1967;F - gul;5400000;https://www.finn.no/realestate/homes/ad.html?finnkode=232615733;232615733
Leilighet;Eier (Selveier);1;58;58;2;1989;D - rød;3590000;https://www.finn.no/realestate/homes/ad.html?finnkode=238669236;238669236
Leilighet;Eier (Selveier);1;58;58;2;1989;D - rød;2830000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=228231164&page=13&sort=PUBLISHED_DESC;228231164
Leilighet;Eier (Selveier);1;58;58;2;1989;D - rød;2365000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=211539819&page=13&sort=PUBLISHED_DESC;211539819
Leilighet;Eier (Selveier);2;104;104;1;1997;F - rød;6200000;https://www.finn.no/realestate/homes/ad.html?finnkode=236404598;236404598
Enebolig;Eier (Selveier);3;190;190;;1955;;5800000;https://www.finn.no/realestate/homes/ad.html?finnkode=238721885;238721885
Leilighet;Eier (Selveier);1;45;45;;2021;B - mørkegrønn;3550000;https://www.finn.no/realestate/homes/ad.html?finnkode=238721860;238721860
Leilighet;Andel;1;47;47;1;1890;G - rød;3890000;https://www.finn.no/realestate/homes/ad.html?finnkode=238721507;238721507
Leilighet;Eier (Selveier);2;85;85;2;1982;E - rød;3450000;https://www.finn.no/realestate/homes/ad.html?finnkode=238721338;238721338
Enebolig;Eier (Selveier);5;222;248;;1985;F - gul;7290000;https://www.finn.no/realestate/homes/ad.html?finnkode=238720790;238720790
Leilighet;Eier (Selveier);1;45;45;1;2014;C - mørkegrønn;4300000;https://www.finn.no/realestate/homes/ad.html?finnkode=238477022;238477022
Leilighet;Andel;1;35;36;3;1941;G - mørkegrønn;3500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238389950;238389950
Leilighet;Aksje;;33;33;2;1936;G - rød;2990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238712897;238712897
Leilighet;Eier (Selveier);3;126;136;4;2005;;7450000;https://www.finn.no/realestate/homes/ad.html?finnkode=238711886;238711886
Leilighet;Andel;1;51;51;1;1964;G - oransje;3200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238057228;238057228
Leilighet;Aksje;2;55;55;4;1932;E - rød;4200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238488902;238488902
Enebolig;Eier (Selveier);4;187;203;;1890;G - rød;8490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238708708;238708708
Leilighet;Eier (Selveier);2;54;54;;1997;E - mørkegrønn;4750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238709524;238709524
Leilighet;Eier (Selveier);2;72;72;3;1900;G - rød;5600000;https://www.finn.no/realestate/homes/ad.html?finnkode=238709141;238709141
Rekkehus;Eier (Selveier);4;125;131;3;2018;C - mørkegrønn;8500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238500263;238500263
Enebolig;Eier (Selveier);5;190;216;;1969;G - oransje;5750000;https://www.finn.no/realestate/homes/ad.html?finnkode=238708573;238708573
Leilighet;Eier (Selveier);3;94;94;5;2014;B - rød;8690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238708085;238708085
Enebolig;Eier (Selveier);3;135;168;;1962;D - oransje;6350000;https://www.finn.no/realestate/homes/ad.html?finnkode=238706890;238706890
Leilighet;Andel;3;92;92;;2005;E - oransje;4490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238706962;238706962
Rekkehus;Eier (Selveier);3;118;125;;1962;E - oransje;6200000;https://www.finn.no/realestate/homes/ad.html?finnkode=238706620;238706620
Leilighet;Eier (Selveier);1;34;34;2;1968;E - rød;3700000;https://www.finn.no/realestate/homes/ad.html?finnkode=238706641;238706641
Rekkehus;Eier (Selveier);3;112;121;2;2003;D - oransje;3150000;https://www.finn.no/realestate/homes/ad.html?finnkode=238540678;238540678
Leilighet;Andel;2;60;60;1;1932;F - lysegrønn;5850000;https://www.finn.no/realestate/homes/ad.html?finnkode=238512506;238512506
Leilighet;Andel;1;52;52;9;1972;F - rød;3690000;https://www.finn.no/realestate/homes/ad.html?finnkode=238422008;238422008
Enebolig;Eier (Selveier);4;139;258;;1960;G - gul;3500000;https://www.finn.no/realestate/homes/ad.html?finnkode=238660180;238660180
Tomannsbolig;Eier (Selveier);3;96;105;;2011;B - oransje;3250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238673229;238673229
Leilighet;Andel;2;72;76;3;2004;D - rød;3990000;https://www.finn.no/realestate/homes/ad.html?finnkode=238501420;238501420
Tomannsbolig;Eier (Selveier);3;96;105;;2011;B - oransje;3250000;https://www.finn.no/realestate/homes/ad.html?finnkode=238673229;238673229
Tomannsbolig;Eier (Selveier);3;96;105;;2011;B - oransje;6500000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235386089&page=14&sort=PUBLISHED_DESC;235386089
Tomannsbolig;Eier (Selveier);3;96;105;;2011;B - oransje;;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=232014468&page=14&sort=PUBLISHED_DESC;232014468
Leilighet;Eier (Selveier);4;176;176;1;1976;E - rød;10700000;https://www.finn.no/realestate/homes/ad.html?finnkode=231536825;231536825
Enebolig;Eier (Selveier);5;223;263;;1998;D - oransje;6100000;https://www.finn.no/realestate/homes/ad.html?finnkode=238487676;238487676
Gårdsbruk/Småbruk;Eier (Selveier);0;147;190;;1850;G - oransje;3900000;https://www.finn.no/realestate/homes/ad.html?finnkode=234396043;234396043
Enebolig;Eier (Selveier);4;224;235;;1986;F - mørkegrønn;7490000;https://www.finn.no/realestate/homes/ad.html?finnkode=238694333;238694333
Leilighet;Eier (Selveier);2;104;104;3;1986;F - rød;4900000;https://www.finn.no/realestate/homes/ad.html?finnkode=238690064;238690064
Leilighet;Eier (Selveier);2;104;104;3;1986;F - rød;5790000.0;https://www.finn.no/eiendom/nybygg/prosjekt?finnkode=235168184&page=14&sort=PUBLISHED_DESC;235168184
